Machine,Language,Algorithm,Options,Executable_used,Input_name,Input_size,Execution_time
urubu,CPP,STL,O1,cpp/stl_sortO1,100000-4.in,100000,7.0
urubu,CPP,STL,O3,cpp/stl_sortO3,100-4.in,100,0.0
urubu,CPP,STL,O3,cpp/stl_sortO3,100000-4.in,100000,6.0
urubu,CPP,STL,O3,cpp/stl_sortO3,1000000-1.in,1000000,73.0
urubu,CPP,STL,O0,cpp/stl_sortO0,10-2.in,10,0.0
urubu,D,sort,O3,d/sortgdcO3,100000-1.in,100000,6.0
urubu,Python,quicksort,,python/quicksort.py,10-4.in,10,0.0
urubu,CPP,STL,O3,cpp/stl_sortO3,1000-2.in,1000,0.0
urubu,CPP,STL,O2,cpp/stl_sortO2,1000-2.in,1000,0.0
urubu,D,sort,O0,d/sortgdcO0,100000-3.in,100000,20.0
urubu,CPP,stupid_quicksort,O3,cpp/stupid_quicksortO3,100-3.in,100,0.0
urubu,CPP,STL,O0,cpp/stl_sortO0,1000-2.in,1000,1.0
urubu,CPP,STL,O2,cpp/stl_sortO2,1000-4.in,1000,0.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,1000000-4.in,1000000,84.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,10000000-5.in,10000000,967.0
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,100-1.in,100,0.0
urubu,D,sort,O1,d/sortgdcO1,100-4.in,100,0.0
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,1000-5.in,1000,0.0
urubu,Python,quicksort,,python/quicksort.py,10000-2.in,10000,35.0
urubu,Python,quicksort,,python/quicksort.py,1000000-4.in,1000000,5934.0
urubu,D,sort,O0,d/sortgdcO0,10-2.in,10,0.0
urubu,D,sort,O3,d/sortgdcO3,100000-5.in,100000,9.0
urubu,CPP,stupid_quicksort,O3,cpp/stupid_quicksortO3,10000000-3.in,10000000,942.0
urubu,CPP,STL,O2,cpp/stl_sortO2,10000000-4.in,10000000,847.0
urubu,D,sort,O3,d/sortgdcO3,10000000-5.in,10000000,929.0
urubu,CPP,STL,O0,cpp/stl_sortO0,1000-1.in,1000,0.0
urubu,D,sort,O0,d/sortgdcO0,100-3.in,100,0.0
urubu,D,sort,O2,d/sortgdcO2,100-4.in,100,0.0
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,10-3.in,10,0.0
urubu,CPP,STL,O0,cpp/stl_sortO0,10000-5.in,10000,3.0
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10000-1.in,10000,1.0
urubu,CPP,STL,O2,cpp/stl_sortO2,10000-3.in,10000,0.0
urubu,CPP,stupid_quicksort,O3,cpp/stupid_quicksortO3,100-1.in,100,0.0
urubu,D,sort,O2,d/sortgdcO2,10000-1.in,10000,0.0
urubu,CPP,STL,O0,cpp/stl_sortO0,10000-3.in,10000,3.0
urubu,CPP,STL,O2,cpp/stl_sortO2,100-2.in,100,0.0
urubu,CPP,stupid_quicksort,O3,cpp/stupid_quicksortO3,10000-3.in,10000,1.0
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,10-3.in,10,0.0
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,100000-2.in,100000,44.0
urubu,CPP,STL,O0,cpp/stl_sortO0,1000000-3.in,1000000,396.0
urubu,D,sort,O0,d/sortgdcO0,10000000-3.in,10000000,2651.0
urubu,CPP,STL,O3,cpp/stl_sortO3,100000-1.in,100000,9.0
urubu,CPP,STL,O0,cpp/stl_sortO0,10000000-1.in,10000000,4852.0
urubu,D,sort,O2,d/sortgdcO2,10000000-5.in,10000000,945.0
