Machine,Language,Algorithm,Options,Executable_used,Input_name,Input_size,Execution_time
urubu,CPP,STL,O1,cpp/stl_sortO1,1000000-1.in,1000000,0.5678365870000164
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,100-2.in,100,0.002717161000020951
urubu,D,sort,O3,d/sortgdcO3,10000-4.in,10000,0.012844338999997262
urubu,Python,quicksort,,python/quicksort.py,100-4.in,100,0.02680140699999356
urubu,CPP,stupid_quicksort,O3,cpp/stupid_quicksortO3,100000-1.in,100000,0.06561304100000598
urubu,Python,sort,,python/sort.py,1000-1.in,1000,0.020256738000000496
urubu,Python,sort,,python/sort.py,10-5.in,10,0.02138436900000329
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,1000-3.in,1000,0.0021232709999878807
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,1000-2.in,1000,0.0016025209999952494
urubu,CPP,STL,O3,cpp/stl_sortO3,100000-4.in,100000,0.05638410899999258
urubu,CPP,STL,O2,cpp/stl_sortO2,1000000-2.in,1000000,0.6043872770000007
urubu,Python,sort,,python/sort.py,10000000-4.in,10000000,17.83851719400002
urubu,CPP,STL,O3,cpp/stl_sortO3,100-4.in,100,0.0033451749999926506
urubu,CPP,stupid_quicksort,O3,cpp/stupid_quicksortO3,1000-1.in,1000,0.0044402130000094076
urubu,D,sort,O0,d/sortgdcO0,10000000-3.in,10000000,8.941422526999986
urubu,CPP,STL,O2,cpp/stl_sortO2,100-5.in,100,0.0031983039999659013
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,10000-3.in,10000,0.012302530999988903
urubu,D,sort,O2,d/sortgdcO2,100000-5.in,100000,0.10809032100002014
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,100000-5.in,100000,0.12006440699997256
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,10000000-4.in,10000000,8.265087797000035
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,1000-4.in,1000,0.003212398000016492
urubu,CPP,STL,O1,cpp/stl_sortO1,10-2.in,10,0.002809076999994886
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,1000-4.in,1000,0.0027927820000286374
urubu,CPP,STL,O3,cpp/stl_sortO3,100000-5.in,100000,0.06014195799997424
